p_val	avg_logFC	pct.1	pct.2	p_val_adj
Susd6	0.043882559243613	0.00466386120273515	0.143	0.176	1
Babam1	0.0439252631774472	0.20640049315068	0.144	0.105	1
Ep300	0.0439572774706025	0.0670563376731584	0.136	0.105	1
Fancl	0.0439667597591572	0.0333333726973687	0.122	0.086	1
Lrp6	0.0439700036372179	0.0530379515452052	0.129	0.103	1
Dlat	0.0439913999977634	-0.00304002399403891	0.138	0.167	1
Irf8	0.0441020539909135	0.0404391453493374	0.173	0.196	1
Nt5c2	0.0441050292013184	-0.028603567789387	0.143	0.164	1
Dynlt1f	0.0441474063433862	0.110653131854665	0.141	0.108	1
Riox1	0.044264234394356	0.0786218260211073	0.235	0.196	1
Rnf20	0.044273191465108	0.118775453666252	0.193	0.159	1
Gtf3c6	0.0443546372038345	0.173890918845477	0.258	0.218	1
Golga2	0.0443881712804854	-0.016828808539223	0.144	0.174	1
Dpysl2	0.0445304484759895	0.0847501338444602	0.161	0.186	1
Fam206a	0.0445623830975056	-0.0190406177637715	0.146	0.176	1
Ice1	0.0445897918634333	0.0273317345048933	0.198	0.169	1
Nob1	0.0446167869758795	0.07671363921204	0.184	0.206	1
Slc2a1	0.0447272893560242	0.0383360948278518	0.117	0.132	1
Dse	0.0447383870073745	0.037027758179489	0.104	0.14	1
Cep89	0.0447467938075649	0.0367085728919223	0.114	0.096	1
Tmem165	0.0447964548582733	0.087871269052315	0.165	0.13	1
Slc36a3os	0.044798575222262	0.0122783794082633	0.162	0.181	1
Nxpe3	0.0449326705065527	0.0665954538381892	0.147	0.174	1
Simc1	0.0449528042312967	-0.0181923073786752	0.145	0.179	1
Supt20	0.0449920276397077	0.150075878274766	0.241	0.201	1
Taf7	0.0450557286847375	0.0390331570074561	0.314	0.363	1
Gt(ROSA)26Sor	0.045080231549652	-0.0473711575793246	0.066	0.11	1
Ndufa9	0.0451087162097821	0.107826852901166	0.309	0.277	1
Clpp	0.0451356963144248	0.048758005419526	0.164	0.199	1
Trim28	0.0451776162853425	-0.0135304280674706	0.129	0.159	1
Cyc1	0.0451834322013341	0.0142523445641582	0.217	0.257	1
Adrm1	0.0452335952786012	0.164072351756906	0.168	0.13	1
Use1	0.0453334656877519	0.190499163778006	0.453	0.441	1
Tceal3	0.0453922135828063	-0.00410119211188462	0.141	0.1	1
Bckdhb	0.0454731992914526	-0.0388025291451534	0.133	0.088	1
N4bp2	0.0454954463654963	-0.0451480910918471	0.185	0.208	1
Rpusd4	0.045497439413722	-0.0375283741508917	0.168	0.142	1
Ccl27a	0.045508647127238	0.00150741605212405	0.159	0.125	1
Gpr155	0.0456579726805716	0.0064752490343534	0.131	0.103	1
Napg	0.0457052344117264	0.00880664519768404	0.141	0.172	1
Selenoo	0.0457231049129086	0.0555123676053879	0.226	0.196	1
Aar2	0.0457444222419212	-0.0863097686458018	0.088	0.115	1
Adora2a	0.0457904695948534	0.063631253202293	0.164	0.12	1
Abl1	0.0458595982729706	0.0227000652225984	0.139	0.093	1
Uqcrc1	0.0458763219474684	0.0887566719149877	0.27	0.309	1
Cblb	0.0458792973424001	0.151756611002311	0.286	0.255	1
Pan2	0.0458930150362881	0.0343419666026915	0.123	0.145	1
Cntrl	0.0459214888489568	-0.0138934976058859	0.201	0.235	1
Ppp1r10	0.0459439879792077	0.10064650242341	0.234	0.203	1
Ptcd2	0.0459672374834656	0.102099086583544	0.163	0.132	1
Mrps31	0.0460346536234602	0.00375478624178277	0.222	0.196	1
Atrip	0.0460440714114114	0.0437606987905833	0.171	0.191	1
Gps2	0.0461705922918567	0.0747464213647184	0.285	0.26	1
Ercc4	0.0462092168550607	0.0154268863027757	0.138	0.14	1
Zkscan6	0.0462392511549863	0.0107854464062311	0.085	0.11	1
Haus5	0.04632894577792	0.0103255690411582	0.16	0.132	1
Rfwd3	0.0463317598431206	-0.0631971757733542	0.155	0.12	1
Lactb2	0.0463468133192401	0.0153997288061504	0.112	0.142	1
Osgin1	0.0463645041910239	0.0173481853305413	0.115	0.088	1
B4galt1	0.046377772519965	-0.0805286964415179	0.191	0.228	1
Sdhd	0.0463789332559048	0.0666284413327572	0.173	0.206	1
Ccdc137	0.0465278026915755	-0.0260480824764254	0.141	0.169	1
Pign	0.0466742752633698	0.0271127941474116	0.12	0.147	1
Stx4a	0.0467537287825569	0.105911901833367	0.211	0.245	1
Vim	0.0467678002707455	0.24983262500127	0.338	0.319	1
Pnkp	0.0470180342871821	0.0786519020469729	0.164	0.191	1
Tespa1	0.0470332684277045	0.24771585910769	0.311	0.272	1
Yipf2	0.0471193995154073	0.021585052560315	0.123	0.147	1
Syap1	0.0471447600649239	0.104830694012537	0.234	0.201	1
Mbtps2	0.047263450479657	0.0253210340729523	0.152	0.13	1
Dpm1	0.0472693645287836	0.0180761768909828	0.291	0.333	1
Copb1	0.04727110435874	0.0578686568139411	0.226	0.201	1
Rcsd1	0.0473474586541446	0.129456306793853	0.232	0.199	1
Lsm7	0.0473881676998947	0.167214552973766	0.311	0.279	1
Dennd2c	0.0474144868052885	-0.0198180863290623	0.173	0.13	1
Mms19	0.0474317010310534	0.0583241284501723	0.105	0.13	1
Krtcap2	0.0474493604170719	-0.0486280632137637	0.447	0.534	1
Cd4	0.0474559396232817	0.200925926430944	0.362	0.338	1
Rbx1	0.047508649745222	0.114098356116515	0.557	0.547	1
Det1	0.047593441070149	-0.0295463020565238	0.098	0.125	1
Mast4	0.0477059887228526	0.0379373684113186	0.119	0.145	1
Polr1e	0.0477261175244113	-0.0419685221989967	0.107	0.13	1
Rtca	0.0478033384441575	0.0021788575731386	0.158	0.181	1
Ccz1	0.0479025676392297	0.112835034387927	0.144	0.169	1
Plekhm2	0.0479182467348942	0.0294990273730939	0.104	0.071	1
Mprip	0.0479889589100292	0.0808221633706933	0.141	0.108	1
Keap1	0.0479996504396287	0.159218442073721	0.174	0.194	1
Tada2b	0.0480218802643221	-0.00736586520335243	0.068	0.105	1
Esyt1	0.0480409098771283	0.0966295671592259	0.207	0.174	1
Fsd2	0.0480675866967702	0.0155875178757337	0.12	0.081	1
Rab3a	0.0480809390394686	-0.00383845086726375	0.159	0.137	1
B930036N10Rik	0.0481372642690411	0.0578249203720174	0.171	0.142	1
Herpud1	0.0483084816830028	0.138858506827711	0.18	0.206	1
Arl14ep	0.0483339736259968	-0.00115514529575515	0.131	0.105	1
Rrm1	0.0483452115115839	0.0212672689457483	0.165	0.137	1
Top3b	0.0484128755096948	0.0196310782657035	0.084	0.113	1
Zfp369	0.0484252605336884	0.0178730126558473	0.16	0.096	1
Ppm1k	0.048463414959237	0.0744526012512487	0.176	0.15	1
Trmt13	0.0485398286397696	0.0140469888178038	0.091	0.115	1
Ech1	0.0486775848613053	0.0785633709754717	0.185	0.157	1
Dnaaf2	0.0487282155751921	0.016901280623284	0.118	0.137	1
Nt5m	0.0487909383174121	0.0802653588918547	0.134	0.098	1
Rnf19a	0.0489286977657572	0.0101015259899969	0.202	0.223	1
Rap1gap2	0.0491649925744279	0.0144110544677958	0.111	0.091	1
Itch	0.0491968020701424	0.124193165922503	0.233	0.203	1
Adar	0.0492092052793669	-0.0156914752018563	0.146	0.174	1
Mon1a	0.0492173713070266	0.0143127907118444	0.116	0.157	1
L1cam	0.049225245519105	0.0928824342051898	0.126	0.081	1
Triobp	0.0492624044419212	0.00714407895911964	0.176	0.147	1
Ctss	0.0493485342181291	-0.030902582093819	0.248	0.304	1
Casp8ap2	0.0495040332815672	0.00530752879989416	0.232	0.206	1
Ecm1	0.0495041679936798	0.0508562637175712	0.167	0.132	1
Paip2b	0.0495152424485032	-0.0100668309191567	0.209	0.186	1
Ttc13	0.0496685030758329	0.13963747508028	0.113	0.13	1
Ccdc6	0.049852123294716	0.0376512273647484	0.16	0.176	1
Cog8	0.0498764169191059	0.029972114371853	0.157	0.127	1
Cdkn1a	0.0498960173086268	-0.0770537201100631	0.15	0.181	1
Harbi1	0.0499118166535072	0.0258003840787292	0.129	0.147	1
Impad1	0.0499323224528256	-0.0531183344528811	0.14	0.167	1
Mcm4	0.0499593523151688	0.173347410707949	0.234	0.199	1
Babam2	0.04997705839163	-0.00341769428426908	0.209	0.181	1
Cd200r1	0.0500218269308176	0.0700127569241695	0.112	0.14	1
Creld1	0.0501064899117376	0.0538746667303573	0.147	0.152	1
A230072E10Rik	0.0501442462554844	0.00680017637984706	0.154	0.184	1
Gm2000	0.050198709791563	-0.112904175584799	0.183	0.245	1
Pfdn1	0.0502448612927287	0.153043203216393	0.272	0.235	1
Pigq	0.0502906635475964	0.0278487096939305	0.105	0.123	1
Tmem208	0.0503199034125773	0.107297435862114	0.178	0.15	1
Hmgb3	0.0503379729776902	-0.0107438507826591	0.205	0.233	1
Trim32	0.0503841802740629	-0.00674441270106595	0.136	0.154	1
Fmnl3	0.0504219478400254	0.0103095464085281	0.103	0.081	1
Vps25	0.0505242419899464	0.00403270922335924	0.146	0.123	1
Pepd	0.0505873814945483	0.0285004894537008	0.103	0.127	1
Gtpbp6	0.0506985116652686	0.0587782161132511	0.15	0.118	1
Btbd11	0.0507468942593801	-0.0033877286148717	0.135	0.096	1
Laptm5	0.0507502302526476	0.194504919320754	0.542	0.561	1
H2afz	0.0508459693898824	0.157522197896951	0.611	0.608	1
Dym	0.0508860364616281	0.0120392868531738	0.131	0.1	1
Rfc1	0.0508894530384473	0.171020436413727	0.175	0.135	1
Elf4	0.050891065361642	0.0968323806626733	0.135	0.152	1
Taf1c	0.051017675215029	-0.0260957523517803	0.121	0.103	1
C330007P06Rik	0.0510197839704247	0.0249855111948521	0.121	0.142	1
Gm11110	0.0511033056355278	0.00734009319604523	0.111	0.066	1
Lrch3	0.0511420559788635	0.0711676825672768	0.211	0.181	1
AU019823	0.0511735247629303	0.0601902530859153	0.174	0.194	1
Dnajb9	0.0512003050953131	-0.0903047688331866	0.382	0.431	1
Phrf1	0.0512053680498467	-0.000542089544500024	0.123	0.157	1
Ibtk	0.0513579076155061	0.0117805915684141	0.131	0.108	1
Degs1	0.0514702523111097	0.0745145021620252	0.197	0.167	1
Senp2	0.0515234235403742	-0.0625054427092737	0.279	0.309	1
Txlna	0.0515601596441481	0.0122327439827807	0.171	0.194	1
Cks2	0.0515959793652902	-0.131634308880825	0.248	0.284	1
Gclm	0.0516310565441764	-0.0684226822284273	0.181	0.157	1
Mcm2	0.0516558260537641	0.070695079227711	0.157	0.181	1
Uvssa	0.0517250155759782	0.0735223993126671	0.144	0.174	1
Fdps	0.0517286516907092	0.164441542834038	0.202	0.169	1
Cd6	0.0518232301204803	0.313660791484583	0.352	0.326	1
Rps27	0.0519314697117251	-0.086289654530656	0.473	0.564	1
Nelfcd	0.0520039211092019	0.116816007370636	0.178	0.145	1
D930016D06Rik	0.05208527770157	-0.0388379136479636	0.141	0.123	1
Hectd2	0.0521119088817909	0.0154362372560772	0.075	0.113	1
Fam208a	0.0521547265322156	0.00643653148664475	0.131	0.162	1
Actr10	0.0522363103321728	-0.0239434185873645	0.251	0.294	1
Edc3	0.0522825285791046	0.0747981613585932	0.171	0.142	1
Plec	0.0523585556696944	0.0783607064444176	0.183	0.152	1
Gm42418	0.0523954455915299	-0.0449148250196874	0.352	0.429	1
Usp3	0.052523065909635	0.0613855583444841	0.203	0.235	1
Usp45	0.0525567812453276	0.0931742095559861	0.187	0.145	1
Irf9	0.0526674624813389	0.101263648092308	0.151	0.12	1
Phykpl	0.0526789556600647	0.0663110018750773	0.109	0.071	1
Gde1	0.0528743104819293	0.000642210406896465	0.189	0.213	1
Zfp580	0.0529053601902389	-0.0113269650617233	0.181	0.152	1
Swi5	0.0529828352644345	0.221617462899427	0.415	0.382	1
Sqstm1	0.0529880618655865	0.0224370484310811	0.263	0.243	1
Arl2	0.0531148027561642	0.124524318537536	0.131	0.096	1
Blm	0.0531894850255456	0.0600865485220302	0.119	0.056	1
Dync1h1	0.0531948948879107	0.0415465290570732	0.148	0.172	1
Tuba1c	0.053222369517163	-0.0738739913312591	0.186	0.216	1
Ankrd54	0.0532230404061406	-0.0357483698853971	0.126	0.15	1
Cope	0.0532425490841309	0.0685290564618564	0.272	0.321	1
Nmi	0.0532795447462808	0.0179387260764811	0.242	0.284	1
Eif4ebp1	0.0533008556299755	-0.0251871331321715	0.171	0.196	1
Sumo2	0.0533059581617373	0.180615679474364	0.566	0.581	1
Gabpb2	0.0533251073547943	0.040343430857578	0.108	0.127	1
Gbp3	0.0534539381861365	-0.0334419871936005	0.139	0.152	1
E4f1	0.0536593621660068	-0.0173008708219328	0.122	0.1	1
1110051M20Rik	0.0536757443088034	0.0145465735589516	0.138	0.098	1
Myo9a	0.0537990855747865	0.0210071415610179	0.171	0.125	1
Prmt1	0.0538370087010068	-0.0267641884183714	0.331	0.387	1
Kif16b	0.0539643385974766	0.0171755218569842	0.171	0.135	1
Cdk8	0.0539994407766588	-0.0142267005106181	0.101	0.105	1
Cpsf7	0.0540747323154485	0.0710709860335602	0.118	0.142	1
Epm2aip1	0.054155724153245	0.0195487822670609	0.174	0.145	1
Zfp942	0.0542401211759197	0.104220177410788	0.122	0.14	1
Ppp1r11	0.054300053226461	0.113445175401283	0.241	0.206	1
Itpripl1	0.0543206929978613	0.0663801480346412	0.101	0.1	1
Trim27	0.054444019087059	0.0127125293365948	0.254	0.287	1
Ccdc82	0.0545335942741642	0.058258657892396	0.206	0.179	1
Gadd45b	0.0545486186910571	-0.231330578774974	0.249	0.292	1
Lta4h	0.0545726794941261	0.0903935999730034	0.203	0.176	1
Drap1	0.0546377313827252	0.029442741580565	0.182	0.213	1
Epn1	0.0547493160147166	0.0632280718147099	0.102	0.125	1
Ylpm1	0.0547715877030239	3.30100557893731e-06	0.197	0.169	1
Brd8	0.0548140687868062	0.0573058129373895	0.183	0.208	1
Fgfr1op	0.0548455053106844	0.0598653642812723	0.19	0.159	1
Brd2	0.0550079220682601	-0.0250514305140997	0.252	0.292	1
Mcur1	0.0550556242563194	0.0229441801870032	0.149	0.167	1
Pycrl	0.0550830434350389	0.0235659809327031	0.119	0.135	1
4930453N24Rik	0.0551469753883278	-0.00794695335294232	0.161	0.142	1
Tfb2m	0.0551881691366813	-0.0382231349457938	0.196	0.221	1
Cdc34	0.0554554794839423	0.00846431331547051	0.148	0.174	1
1110008F13Rik	0.0556202095292689	0.113783298388985	0.268	0.24	1
Ptpn4	0.0556691324467686	-0.0124304579855372	0.099	0.135	1
Atp2a2	0.0556728034642514	-0.094571304001783	0.108	0.142	1
Sart3	0.0556909609133524	0.0257474620607968	0.161	0.186	1
Gcsh	0.0557314878609408	0.0284911061999614	0.14	0.098	1
Tmem214	0.0558174718020629	0.122657553100084	0.183	0.15	1
Xrcc5	0.0558207276310065	-0.0220784784011369	0.154	0.176	1
Immt	0.055895680468454	0.0485294044069154	0.171	0.201	1
Mfsd14a	0.0559342120535028	0.10021317583339	0.239	0.208	1
Bicd2	0.0560444532976291	-0.0158381493525864	0.159	0.132	1
Glb1	0.0560445757297346	0.0592693460632889	0.163	0.181	1
Zfp26	0.0561864143720399	-0.0196972046938723	0.118	0.14	1
Cep250	0.0562942598778317	-0.00361053414452288	0.108	0.14	1
Mrpl51	0.0565757372497731	0.000146432203168789	0.199	0.233	1
Timm8a1	0.0566911282748517	0.0495969179365277	0.146	0.174	1
Pdk1	0.0567283435931281	0.0358290022361741	0.249	0.294	1
Ninj1	0.0567965824503728	-0.0149098493389511	0.157	0.181	1
Vps35	0.0569049030823425	-0.0515980644300271	0.191	0.225	1
Eif3k	0.0570415551287434	-0.0875967354437341	0.598	0.669	1
G6pdx	0.0570533430487552	-0.0123844625012302	0.101	0.076	1
Nars	0.0571180436421826	0.0644539682644464	0.21	0.243	1
Sdhaf4	0.0571763374720323	0.122988471647929	0.24	0.206	1
Mettl8	0.0572135638366621	0.0495053003485625	0.194	0.162	1
Gimap3	0.0572837189905931	0.282893343966161	0.418	0.4	1
Fbxl3	0.0573832188862	-0.020912056296606	0.17	0.189	1
Skil	0.0574328576873407	0.0931852974606114	0.282	0.255	1
A130010J15Rik	0.0575660833143683	-0.0219565624040355	0.13	0.115	1
Nt5c	0.057679805604674	-0.100148244067423	0.354	0.409	1
Irgm1	0.0576889902515516	0.0519153167687633	0.09	0.11	1
Clk4	0.058015102769509	0.163715780608284	0.3	0.265	1
Etfb	0.0580280401121848	0.133700004812386	0.234	0.201	1
Kctd13	0.0580559603351307	-0.0259250969196849	0.109	0.088	1
Ufc1	0.05820751617254	0.122960215737164	0.267	0.24	1
Emc4	0.0582157755419135	0.00930810834548246	0.176	0.216	1
Wbp4	0.0582436260250318	0.115011424378039	0.265	0.238	1
Zcchc6	0.0583123489792463	0.109410952969411	0.229	0.262	1
Fam110a	0.0583221647686914	0.0462359830881636	0.143	0.125	1
Taf4	0.0583352069320788	0.0488194348517678	0.11	0.064	1
Mrpl37	0.0583899107412824	-0.0618563512574586	0.117	0.142	1
Ociad1	0.058395178364649	-0.0276592452283133	0.301	0.353	1
Podnl1	0.0584109871730853	-0.059860218108245	0.18	0.208	1
Sap30l	0.0584406709662245	-0.0235440127468632	0.13	0.096	1
Utp23	0.0584564787468455	0.0219150147604237	0.143	0.164	1
Dnal4	0.0588205841563828	0.0697018070824177	0.125	0.1	1
Dusp28	0.0588495106893892	-0.0551531829400334	0.114	0.147	1
Ivd	0.058895199106164	0.061858011986454	0.118	0.083	1
Slfn2	0.0588986043310266	0.166479974462261	0.52	0.512	1
Slc25a25	0.0589107578531914	0.0592942482016521	0.105	0.086	1
Selenof	0.0589486305549655	0.0379099307923119	0.363	0.431	1
Chmp2b	0.0589760338863479	0.0532160878925557	0.134	0.159	1
Dhx8	0.0590534514673275	0.0950400088588727	0.224	0.199	1
Atg2b	0.0590558437011485	0.0557054106739363	0.173	0.135	1
Cdk5rap2	0.059111601092167	0.0336118418836272	0.107	0.11	1
Ilvbl	0.059281735307895	0.0718452559712689	0.192	0.213	1
Trmt12	0.0593723201539735	0.00133115542549182	0.086	0.118	1
Bola3	0.0594898009203469	0.0993401684592298	0.241	0.208	1
Fbxl5	0.0595992755268559	0.0809694432108833	0.207	0.179	1
Poldip3	0.0596180513607532	-0.00130561089461734	0.221	0.199	1
Idh3a	0.0596346260180063	0.0395936458733944	0.221	0.186	1
Txndc9	0.0596415108166598	0.112050240403299	0.248	0.221	1
Ip6k1	0.0597576273788031	0.0465840961649772	0.146	0.169	1
Rpusd3	0.0598013439190445	0.0351220053661118	0.139	0.088	1
Acvr1b	0.060005053255257	0.0019780220594436	0.153	0.125	1
Bckdk	0.0600288972307532	0.058660137405494	0.186	0.159	1
Txnrd1	0.0600314472161655	0.0900152666520584	0.172	0.189	1
Znrf1	0.0600478657330671	0.0959145449852139	0.204	0.23	1
N4bp2l1	0.0600698272121924	-0.00232764632575272	0.196	0.176	1
Nsun4	0.06010095328915	0.0535647717678299	0.183	0.159	1
Trmt112	0.0601021379522453	-0.0254280649121679	0.371	0.446	1
Colgalt1	0.0601312422187126	-0.05051854935735	0.113	0.093	1
Atr	0.0601572778743381	0.120239286082681	0.185	0.137	1
Reep3	0.0602346594098907	0.0374984874834481	0.171	0.142	1
Vapb	0.0605463714729412	0.0302774463870126	0.229	0.206	1
Trav3-3	0.0605473186511413	0.0388447421674269	0.134	0.105	1
Rc3h2	0.0605502945933764	0.0544754684382127	0.154	0.179	1
Fbxw17	0.0606175627022875	0.0425012897285962	0.13	0.083	1
Tnfrsf10b	0.0606575140403425	-0.0298890043395331	0.091	0.12	1
Mdm2	0.0608881133086013	0.142033238840541	0.183	0.203	1
Top2a	0.061053820076342	0.0153952020791421	0.184	0.203	1
Tmbim6	0.0611279430148131	0.209436291828933	0.483	0.475	1
Phc1	0.0612056025976352	-0.0691450041778535	0.136	0.118	1
Aars	0.0612213271943479	0.118692209923042	0.181	0.15	1
Drc1	0.0612824627536759	0.0745267619512379	0.205	0.169	1
Icam2	0.0612890858898129	0.0209472086618594	0.188	0.218	1
Ino80e	0.0613317333288307	0.064595969309781	0.209	0.181	1
Sema4d	0.061445458613189	0.0796658717048158	0.224	0.199	1
Epc2	0.0615140118153646	0.0585807405825264	0.22	0.245	1
Prim1	0.0615372721592394	-0.00434511998649847	0.162	0.142	1
E2f4	0.061567745946396	0.0782793695004076	0.224	0.191	1
Ppm1j	0.0616126709569792	-0.0029276657593266	0.157	0.132	1
Camk2d	0.0616133141445042	0.0893930217018202	0.205	0.238	1
Bscl2	0.0616510234186037	0.134356815325352	0.198	0.167	1
Gcfc2	0.0617315629136026	0.0726167512284462	0.165	0.137	1
Rad54l2	0.0617641908496959	0.056127235821578	0.194	0.218	1
St8sia4	0.0617934129934879	0.0285129580615532	0.241	0.213	1
Rpl36al	0.061899731333268	-0.0634823582773811	0.741	0.826	1
Gm10643	0.0619018262283864	0.0326258825969398	0.122	0.093	1
Snap23	0.0619239911404142	0.00353833108115087	0.15	0.174	1
Mtmr4	0.0620616589250775	0.0338274033109443	0.069	0.11	1
Kif20a	0.0620752495670158	0.0170638670764575	0.127	0.093	1
Usp25	0.0621267031295555	0.0906796861295542	0.197	0.164	1
Arhgap27os3	0.0623444471197875	0.00405802191314318	0.154	0.137	1
Ext2	0.0623457224869162	0.0741668476459281	0.215	0.191	1
Tmem258	0.0623525041841068	0.206631372434521	0.445	0.436	1
Uck2	0.0624092349081007	0.0771668344811815	0.122	0.142	1
Hnrnpu	0.0625099836070971	0.113906871970985	0.521	0.502	1
Dus4l	0.0625167376163616	-0.0785749283065073	0.107	0.142	1
Snrpd1	0.0625479248985898	-0.00402564500005309	0.373	0.431	1
Polg2	0.0629923588673019	0.0754329689008695	0.173	0.142	1
Dpp4	0.0630059577500189	0.00636860716889906	0.152	0.125	1
Prr13	0.0630072338569397	-0.0827193639455024	0.33	0.38	1
Nbeal2	0.0630075054327068	0.0350344918762563	0.14	0.159	1
Gm13212	0.0630488162720465	-0.00886256729694675	0.136	0.164	1
Glt8d1	0.063224062088684	-0.02580550528172	0.131	0.14	1
Dynll1	0.0632366780542759	-0.0369971228074699	0.514	0.603	1
Stx18	0.0633054738982874	-0.0145473305998498	0.182	0.157	1
Themis	0.0633809209281585	0.280516662739735	0.279	0.243	1
Camta1	0.0634250600312554	0.0770944523840784	0.199	0.164	1
Pgs1	0.0634888699334362	0.044048824367954	0.169	0.142	1
Grn	0.0635997036229126	-0.00299441473272107	0.139	0.12	1
Fbxo31	0.0636008024664675	-0.0127113213928243	0.119	0.152	1
Ddx58	0.0640000979391283	0.0642943431892613	0.124	0.147	1
Mpdu1	0.0640109099942562	-0.027091086620236	0.21	0.194	1
Nme1	0.0640305709282949	-0.0265000222002869	0.444	0.525	1
Sqor	0.0641825150366736	-0.022845383249274	0.149	0.181	1
Hdac7	0.0641892056668095	0.0392115899581552	0.168	0.194	1
Rpl27-ps3	0.0642964904690209	-0.11767520650442	0.378	0.461	1
Elovl1	0.0643369433493829	-0.00585468958944832	0.128	0.098	1
Crk	0.0644833544144817	0.0959438608071977	0.144	0.162	1
Usp8	0.0646006381800547	-0.00800665036596043	0.22	0.199	1
Tube1	0.0647405372060964	0.0251293621332125	0.099	0.108	1
Zbtb1	0.0647778917319348	0.092949852958876	0.192	0.162	1
Pias2	0.0648180520928276	-0.0291842203073485	0.197	0.223	1
Snrpf	0.064824889523173	-0.113332326122445	0.587	0.676	1
Ppp3r1	0.0648506951338876	0.0567031903969311	0.228	0.196	1
Slk	0.0648720212364864	-0.0118896990805996	0.134	0.152	1
Spata24	0.0650006472139679	-0.00166519770893531	0.101	0.11	1
Slc15a4	0.0651316784059613	0.00444137890346294	0.127	0.105	1
Brk1	0.0651347111746034	-0.0309157163809117	0.348	0.414	1
Gm10260	0.0651622691496294	-0.00183102693626284	0.149	0.135	1
Vamp8	0.0652233992077906	0.0265018475041314	0.37	0.436	1
Bms1	0.065244115125804	-0.0232813759784551	0.186	0.164	1
Synj1	0.0652958889178684	0.0148584870728115	0.18	0.199	1
Specc1	0.0653522029600057	-0.00984059784409825	0.101	0.051	1
Rab26os	0.0653952562818054	0.0151994601201452	0.111	0.091	1
Zfp931	0.0654341098453967	0.0200170990642087	0.122	0.14	1
Mex3c	0.0654671684856345	0.00725465905869846	0.123	0.142	1
Haus6	0.0655479902033457	0.0353441423960766	0.124	0.142	1
Casp1	0.0656976817862058	0.023127465364224	0.16	0.113	1
Atox1	0.0658118777677128	0.0778124180271977	0.459	0.434	1
Srp68	0.0659619817258933	0.0390831382922587	0.158	0.13	1
Ago3	0.06601109261918	0.0734607624722441	0.101	0.083	1
Cpt1a	0.0660581363072782	0.0105290654138955	0.167	0.15	1
Srek1	0.0661377850242273	0.149088834624352	0.255	0.228	1
Il3ra	0.0661578685935342	-0.0069279199128096	0.136	0.11	1
Nsmce3	0.0661674880939286	0.100588226531716	0.252	0.221	1
Nf1	0.0661940525411415	-0.0181438772140586	0.118	0.078	1
Dnajb11	0.0663720321400449	-0.00970933180025457	0.175	0.211	1
Med4	0.0664034094885496	0.257244157549033	0.294	0.255	1
Ngly1	0.066515121251543	0.0645281590898775	0.134	0.105	1
Ttc4	0.0668666756819562	-0.0159773194021594	0.197	0.23	1
Cmss1	0.0668963406714456	-0.0250799144008512	0.18	0.157	1
Wrn	0.0672334348040109	0.103954313318831	0.181	0.147	1
BC004004	0.0673051308862231	0.0300638075302561	0.141	0.164	1
Hes6	0.0673114101424516	-0.0574239823494453	0.205	0.243	1
Rora	0.0673775198965618	0.0803042436776637	0.198	0.169	1
Baz2b	0.0674200240945583	0.0722813289095972	0.22	0.194	1
Ndufb10	0.0674405683425073	0.176461958358346	0.432	0.412	1
Rpl10-ps3	0.0674742974988213	-0.0575976601880932	0.39	0.468	1
Gimap8	0.0676053073381739	0.122041378568441	0.169	0.135	1
Map4	0.0676340496108744	-0.0757539810211356	0.162	0.135	1
Dnttip2	0.0676903784221892	0.141256575292018	0.324	0.294	1
4833420G17Rik	0.0677234742498324	0.0349358234115721	0.223	0.255	1
Mettl2	0.0677608346707278	0.0200351225684152	0.169	0.196	1
Cand2	0.0678073745275654	-0.00907109067065778	0.08	0.105	1
Ccser2	0.0678885239659148	0.0402017727900816	0.199	0.174	1
Lgals3bp	0.0680737698386652	0.0578067953679843	0.133	0.105	1
Slc30a1	0.0681084449415052	-0.00185458512467376	0.107	0.147	1
Ercc8	0.068161850392494	-0.0282080777255162	0.163	0.191	1
Gtdc1	0.0684755376247926	0.0500547375491997	0.109	0.123	1
Sugp1	0.0686229336948608	0.0312345949548997	0.143	0.169	1
Efcab2	0.0686502450476571	0.00616493037201682	0.092	0.103	1
Zfp346	0.0686948397780142	0.0700357217279831	0.129	0.054	1
Pstpip1	0.068750472851379	-0.0182489379422718	0.164	0.194	1
Rpf1	0.0687721187943005	0.0188748934955743	0.262	0.284	1
Lsp1	0.068777398199828	0.152670723420444	0.482	0.48	1
Luc7l3	0.0688578494578314	0.0606576157285118	0.194	0.225	1
Fcer1g	0.0689576207585038	0.173677332777269	0.249	0.216	1
Clasrp	0.0689905648951256	0.0397811900418319	0.136	0.108	1
Hist3h2a	0.0690730189636375	0.0539317996019938	0.216	0.238	1
Pknox1	0.0691032652627309	0.055014570153166	0.13	0.147	1
Chmp3	0.0691835134495216	-0.0353936789568518	0.184	0.221	1
Nif3l1	0.0692145586573172	-0.00847806611111024	0.217	0.186	1
Tax1bp3	0.0692205251995704	0.105647406724292	0.131	0.108	1
Ahsa1	0.069243041200719	0.0529611822693461	0.198	0.225	1
Glud1	0.0692933134712341	-0.0590964555740841	0.27	0.301	1
Zfp275	0.0693051923214925	0.0259815884821872	0.134	0.091	1
Smad4	0.0693862639789026	0.0391684861823645	0.165	0.184	1
Sdr39u1	0.0693907140422362	0.0684889521691796	0.155	0.127	1
Nupr1	0.0694200199565696	0.00657326700412534	0.089	0.118	1
