p_val	avg_logFC	pct.1	pct.2	p_val_adj	abs	genename
Slc1a5	2.7586265880425e-05	-0.0245222247097495	0.176	0.24	0.376028390216073	0.0245222247097495	Slc1a5
Fam219b	2.76469550352258e-05	0.0578075787455593	0.175	0.224	0.376855644085163	0.0578075787455593	Fam219b
Smarcc1	2.77134987548337e-05	0.101657128335177	0.172	0.124	0.377762701527139	0.101657128335177	Smarcc1
Cox7a2l	2.79195679305802e-05	-0.12109146864641	0.734	0.852	0.380571630461739	0.12109146864641	Cox7a2l
Stk26	2.8199625312623e-05	0.0255270368629248	0.198	0.246	0.384389092636364	0.0255270368629248	Stk26
Asnsd1	2.82021772826368e-05	0.0857919073773603	0.227	0.177	0.384423878539622	0.0857919073773603	Asnsd1
Cdkn2aip	2.82037570902405e-05	0.0213673061937175	0.215	0.272	0.384445412897068	0.0213673061937175	Cdkn2aip
Mrps34	2.82435872815024e-05	-0.0702760729410563	0.283	0.366	0.384988338234159	0.0702760729410563	Mrps34
Ppp1r35	2.84121749414793e-05	0.0920145996572246	0.237	0.29	0.387286356627304	0.0920145996572246	Ppp1r35
Wdr61	2.8578173203846e-05	0.0296152233954749	0.15	0.207	0.389549078941624	0.0296152233954749	Wdr61
Smn1	2.86680381190765e-05	-0.00300863417555591	0.21	0.261	0.390774027601132	0.00300863417555591	Smn1
Gm14296	2.8871609377222e-05	0.00763912317351985	0.06	0.115	0.393548907420913	0.00763912317351985	Gm14296
Nasp	2.90477800777842e-05	0.000187245440543049	0.256	0.324	0.395950290240277	0.000187245440543049	Nasp
Gm26545	2.91179990831866e-05	0.0530837042902591	0.191	0.121	0.396907445502916	0.0530837042902591	Gm26545
Kxd1	2.92801320211632e-05	-0.0188044403035262	0.3	0.385	0.399117479580475	0.0188044403035262	Kxd1
Cdc27	2.9465473968051e-05	0.00590021034449952	0.161	0.213	0.401643875658503	0.00590021034449952	Cdc27
Psmb10	2.9623281867269e-05	0.0277967117599642	0.367	0.497	0.403794955132743	0.0277967117599642	Psmb10
Tyms	2.96734833588767e-05	0.0367133807591816	0.256	0.214	0.404479251664848	0.0367133807591816	Tyms
Mlx	2.99597817610673e-05	0.0794831984475944	0.175	0.219	0.408381785185109	0.0794831984475944	Mlx
Nsun5	2.99775895708063e-05	-0.00208011784961613	0.113	0.162	0.408624523439661	0.00208011784961613	Nsun5
Ccr9	2.99894980744326e-05	0.516104315871894	0.314	0.251	0.408786848252591	0.516104315871894	Ccr9
Ctps2	3.01547709928209e-05	0.053934813781287	0.278	0.236	0.411039683403141	0.053934813781287	Ctps2
Fbxl8	3.02775189997953e-05	0.0178690420595996	0.119	0.162	0.412712861486209	0.0178690420595996	Fbxl8
Pltp	3.03856520258241e-05	-0.00497644364848621	0.121	0.172	0.414186822764008	0.00497644364848621	Pltp
Tshz1	3.04373635971218e-05	0.0141783970088874	0.166	0.116	0.414891703192367	0.0141783970088874	Tshz1
Coro1b	3.05352015109426e-05	-0.0380234285989049	0.191	0.265	0.416225331795658	0.0380234285989049	Coro1b
Txndc17	3.05973979105957e-05	0.0247544075568745	0.264	0.346	0.417073130919331	0.0247544075568745	Txndc17
Slc17a5	3.064270015356e-05	-0.021226390646697	0.135	0.194	0.417690645793177	0.021226390646697	Slc17a5
Zfp691	3.07558077738352e-05	0.000179973759490557	0.061	0.104	0.419232415765148	0.000179973759490557	Zfp691
Htatsf1	3.07571662724576e-05	0.150832931417929	0.258	0.212	0.419250933459869	0.150832931417929	Htatsf1
Afg3l1	3.08160050563237e-05	0.0305951827546378	0.224	0.286	0.420052964922749	0.0305951827546378	Afg3l1
Zfp846	3.10465359396566e-05	0.0867076610249559	0.123	0.164	0.423195331393459	0.0867076610249559	Zfp846
Bckdhb	3.19031949051916e-05	0.0104592268456611	0.188	0.15	0.434872449752666	0.0104592268456611	Bckdhb
Napa	3.19261600072787e-05	0.0296081811663965	0.218	0.291	0.435185487059216	0.0296081811663965	Napa
Psmd12	3.22008506624685e-05	-0.00119726571660672	0.207	0.274	0.438929795380109	0.00119726571660672	Psmd12
Fam114a2	3.24655827628197e-05	0.0459566018843909	0.15	0.201	0.442538358639996	0.0459566018843909	Fam114a2
Ndufv1	3.24939256221334e-05	0.122254474660715	0.205	0.264	0.4429247001553	0.122254474660715	Ndufv1
Eif3g	3.25046196916976e-05	0.0484111618886238	0.37	0.48	0.44307047101753	0.0484111618886238	Eif3g
Avl9	3.25103118467783e-05	-0.0760224085352218	0.399	0.473	0.443148060783436	0.0760224085352218	Avl9
AC133103.1	3.27744190983686e-05	0.0105324128108721	0.134	0.092	0.446748106729862	0.0105324128108721	AC133103.1
Alkbh7	3.28624118372854e-05	0.0338704462852624	0.146	0.192	0.447947535754037	0.0338704462852624	Alkbh7
Pdrg1	3.29330560391093e-05	0.0894090187403785	0.207	0.273	0.448910486869098	0.0894090187403785	Pdrg1
Nfatc1	3.29523724660278e-05	0.0654192648543404	0.171	0.222	0.449173789084425	0.0654192648543404	Nfatc1
Arl10	3.30486920011126e-05	0.0111485663005672	0.079	0.102	0.450486720667166	0.0111485663005672	Arl10
Clic1	3.30772496211602e-05	0.171256935733705	0.724	0.754	0.450875989586034	0.171256935733705	Clic1
Phlda1	3.31231848149903e-05	0.00697919200181915	0.262	0.215	0.451502132213132	0.00697919200181915	Phlda1
Rtn3	3.32973076853356e-05	0.103294202494576	0.184	0.245	0.45387560105881	0.103294202494576	Rtn3
Rabac1	3.34411714649224e-05	0.302615279347768	0.606	0.626	0.455836608238357	0.302615279347768	Rabac1
Gzf1	3.35155101919741e-05	0.0312264295928598	0.225	0.175	0.4568499194268	0.0312264295928598	Gzf1
Cop1	3.38822958195077e-05	0.00719982014957793	0.231	0.187	0.461849574315709	0.00719982014957793	Cop1
Kremen1	3.39947822903365e-05	0.0417654447274266	0.155	0.154	0.463382877399577	0.0417654447274266	Kremen1
Qpctl	3.46856563690434e-05	-0.0218824014982194	0.172	0.125	0.472800181966431	0.0218824014982194	Qpctl
Enoph1	3.47071817033731e-05	0.0068024191213648	0.161	0.121	0.473093593798678	0.0068024191213648	Enoph1
A930003A15Rik	3.49432622877277e-05	0.00532119961072926	0.146	0.093	0.476311608244016	0.00532119961072926	A930003A15Rik
Acbd3	3.4965615359582e-05	7.30662759128586e-05	0.239	0.292	0.476616302966462	7.30662759128586e-05	Acbd3
Dnaaf5	3.51653262558315e-05	0.0345406167574697	0.171	0.092	0.479338562193239	0.0345406167574697	Dnaaf5
AC149090.1	3.51972136219048e-05	0.0358298090063565	0.248	0.314	0.479773218880184	0.0358298090063565	AC149090.1
Ankmy2	3.53589585729773e-05	-0.0336720614321757	0.146	0.195	0.481977964308254	0.0336720614321757	Ankmy2
Tbce	3.53826243616499e-05	0.0676504988421651	0.217	0.175	0.482300552673649	0.0676504988421651	Tbce
Tcof1	3.57440305656403e-05	0.260930567801378	0.32	0.262	0.487226880640243	0.260930567801378	Tcof1
Exoc6b	3.60088140879891e-05	0.0669472945433017	0.159	0.194	0.49083614483338	0.0669472945433017	Exoc6b
Fam213b	3.60633948754835e-05	-0.0352319059598504	0.128	0.08	0.491580135547715	0.0352319059598504	Fam213b
Ubqln4	3.61801486854137e-05	0.0109337143851065	0.191	0.227	0.493171606730875	0.0109337143851065	Ubqln4
Trappc6a	3.62103604940313e-05	-0.00479021633954102	0.27	0.342	0.493583423894141	0.00479021633954102	Trappc6a
Bcat2	3.64139413592839e-05	0.0825176573449617	0.246	0.201	0.496358434668399	0.0825176573449617	Bcat2
Lman2l	3.64271989482983e-05	0.00852467920320298	0.101	0.137	0.496539148864254	0.00852467920320298	Lman2l
Card11	3.64675493459968e-05	0.0917564803450841	0.116	0.158	0.497089165135283	0.0917564803450841	Card11
Ddx27	3.64993181411523e-05	0.0386172984703776	0.154	0.207	0.497522205582047	0.0386172984703776	Ddx27
Bbs9	3.65777101504488e-05	-0.135386746682145	0.186	0.235	0.498590767060767	0.135386746682145	Bbs9
Trmt11	3.66573441678525e-05	0.058135351012504	0.265	0.219	0.499676258351998	0.058135351012504	Trmt11
Txk	3.7532973049062e-05	-0.0673241340837736	0.479	0.597	0.511611955631764	0.0673241340837736	Txk
1810041H14Rik	3.75472552994874e-05	-0.00954151643578999	0.183	0.235	0.511806636987313	0.00954151643578999	1810041H14Rik
Elp4	3.76553489343857e-05	0.0382936665661607	0.145	0.192	0.513280061324612	0.0382936665661607	Elp4
Aup1	3.77305235518054e-05	0.0623117746935921	0.221	0.287	0.51430476653466	0.0623117746935921	Aup1
Poll	3.77532077419626e-05	0.0704390930090616	0.204	0.144	0.514613974730693	0.0704390930090616	Poll
Ipo9	3.77924348969123e-05	0.0300396433924762	0.119	0.15	0.515148680079811	0.0300396433924762	Ipo9
Ahctf1	3.78912738117131e-05	0.0826161287605066	0.235	0.286	0.516495953327462	0.0826161287605066	Ahctf1
Kif18a	3.80476280656814e-05	0.00456948831018362	0.242	0.19	0.518627218163303	0.00456948831018362	Kif18a
Adpgk	3.81084364387791e-05	0.0190346864071336	0.199	0.244	0.519456097096998	0.0190346864071336	Adpgk
Zcchc9	3.82471083345478e-05	0.13000982597374	0.229	0.18	0.521346333708221	0.13000982597374	Zcchc9
Cul5	3.86700700785559e-05	0.049856420942101	0.177	0.222	0.527111725240796	0.049856420942101	Cul5
Stk11	3.93083626062726e-05	0.0854479556662584	0.28	0.237	0.535812290686102	0.0854479556662584	Stk11
Zfp143	3.9590733041856e-05	0.0549291956426044	0.133	0.178	0.539661282093539	0.0549291956426044	Zfp143
Gripap1	3.96011416221419e-05	0.118716052971016	0.217	0.169	0.539803161451416	0.118716052971016	Gripap1
Paip2b	3.96795616229431e-05	-0.0527065373906422	0.205	0.255	0.540872104482337	0.0527065373906422	Paip2b
Ap1ar	3.97267861846731e-05	0.0235170075203551	0.162	0.12	0.541515822483279	0.0235170075203551	Ap1ar
Fibp	3.97770354141787e-05	0.159450191451004	0.182	0.231	0.54220076973067	0.159450191451004	Fibp
Nudt1	4.00559082936508e-05	0.0118047869912848	0.205	0.252	0.546002085950754	0.0118047869912848	Nudt1
Bicdl1	4.02627936818486e-05	0.0711553780010052	0.135	0.173	0.548822140677278	0.0711553780010052	Bicdl1
Tm2d1	4.03575332012898e-05	0.0822736020252492	0.125	0.17	0.550113535066782	0.0822736020252492	Tm2d1
Mettl4	4.09416756677792e-05	0.00390100567294638	0.067	0.12	0.558075981027498	0.00390100567294638	Mettl4
Zfp472	4.1049119513158e-05	0.0539977548770949	0.277	0.242	0.559540548083856	0.0539977548770949	Zfp472
Ergic1	4.1247102746945e-05	0.0451940422059547	0.112	0.127	0.562239257543607	0.0451940422059547	Ergic1
Wdr26	4.13288349985567e-05	0.0642942475580404	0.223	0.278	0.563353349865327	0.0642942475580404	Wdr26
Smg8	4.17931157924491e-05	-0.00145697186733151	0.092	0.129	0.569681961366874	0.00145697186733151	Smg8
Hdac7	4.18081660769898e-05	0.16721277867113	0.198	0.153	0.569887111795448	0.16721277867113	Hdac7
2610507B11Rik	4.1996493710017e-05	-0.0109072538497808	0.191	0.237	0.572454205761242	0.0109072538497808	2610507B11Rik
Usp25	4.20778136221642e-05	0.108180522443747	0.218	0.267	0.573562677483721	0.108180522443747	Usp25
Pex10	4.22064318118266e-05	0.00869519237059502	0.148	0.187	0.575315872027009	0.00869519237059502	Pex10
Adprh	4.22130564331139e-05	0.101019828693197	0.262	0.215	0.575406172239776	0.101019828693197	Adprh
Cstf3	4.23459364316164e-05	0.0858047548648694	0.183	0.235	0.577217459499363	0.0858047548648694	Cstf3
Gm26982	4.25090057707211e-05	0.0186858585587289	0.153	0.102	0.5794402576607	0.0186858585587289	Gm26982
Slc40a1	4.27007419191675e-05	0.0129781104444426	0.109	0.06	0.582053813100172	0.0129781104444426	Slc40a1
Nit1	4.27305894950888e-05	0.0303621929403813	0.136	0.183	0.582460665407556	0.0303621929403813	Nit1
Snap23	4.27717341214454e-05	0.0557331184383498	0.189	0.233	0.583021507809422	0.0557331184383498	Snap23
Cdv3	4.27906608393664e-05	0.0344372312726049	0.253	0.299	0.583279497901403	0.0344372312726049	Cdv3
Prkcq	4.29482702168918e-05	0.0147137111725163	0.32	0.396	0.585427871326452	0.0147137111725163	Prkcq
Ddx5	4.30130134949013e-05	0.190848213561988	0.891	0.914	0.586310386948999	0.190848213561988	Ddx5
Prrc1	4.32857833544286e-05	0.0556934084556232	0.183	0.216	0.590028512904216	0.0556934084556232	Prrc1
2410004B18Rik	4.38295599994433e-05	0.0614534971632698	0.262	0.216	0.597440732352411	0.0614534971632698	2410004B18Rik
Apmap	4.38815342490782e-05	0.0185782682822205	0.238	0.201	0.598149193349185	0.0185782682822205	Apmap
Gdpgp1	4.39761964364038e-05	0.0265194878895212	0.078	0.123	0.59943953362462	0.0265194878895212	Gdpgp1
Aes	4.4257096709911e-05	0.0777718251840637	0.234	0.318	0.603268485252797	0.0777718251840637	Aes
Inpp5e	4.429065455029e-05	0.0158475771666528	0.114	0.161	0.603725912175003	0.0158475771666528	Inpp5e
Pml	4.45121194511771e-05	0.113809263591145	0.234	0.19	0.606744700238995	0.113809263591145	Pml
Ppt2	4.45827673851396e-05	0.0573090015457518	0.084	0.136	0.607707702226837	0.0573090015457518	Ppt2
Pkmyt1	4.46132925865555e-05	0.0558490544090069	0.202	0.244	0.608123791247338	0.0558490544090069	Pkmyt1
Rfc4	4.46963026498693e-05	0.0501550149115799	0.112	0.155	0.609255301420368	0.0501550149115799	Rfc4
Dirc2	4.47832675545419e-05	-0.0424032197934774	0.106	0.158	0.610440720035961	0.0424032197934774	Dirc2
Prdx4	4.49517660982787e-05	0.00919898963901711	0.089	0.109	0.612737523685637	0.00919898963901711	Prdx4
Vps37c	4.51722484524137e-05	0.025307863995376	0.181	0.112	0.615742918654852	0.025307863995376	Vps37c
Msl3l2	4.53884368761678e-05	0.00861636719286853	0.183	0.13	0.618689783059043	0.00861636719286853	Msl3l2
Yars2	4.55729320031634e-05	0.0206984756417452	0.234	0.192	0.62120463613512	0.0206984756417452	Yars2
Dhx8	4.57228651964503e-05	0.0111409781711999	0.2	0.247	0.623248375492814	0.0111409781711999	Dhx8
Mat2b	4.58167584463086e-05	0.191853586883943	0.364	0.313	0.624528234381632	0.191853586883943	Mat2b
Kdm6a	4.61391429958629e-05	0.0860529646026926	0.253	0.305	0.628922658176607	0.0860529646026926	Kdm6a
Gadd45g	4.61663638291728e-05	0.0416369566162394	0.178	0.228	0.629293705355454	0.0416369566162394	Gadd45g
Nkiras1	4.61992429122794e-05	0.0620098161600525	0.236	0.19	0.62974188013728	0.0620098161600525	Nkiras1
Wdfy1	4.63377079475146e-05	-0.0337433947946731	0.181	0.23	0.631629297032571	0.0337433947946731	Wdfy1
Nek9	4.66388827636776e-05	0.0487535802491925	0.122	0.157	0.635734610951689	0.0487535802491925	Nek9
Prdm2	4.68196497676329e-05	0.0612052882520649	0.215	0.261	0.638198645982604	0.0612052882520649	Prdm2
mt-Nd4l	4.70555106506353e-05	0.0202567307279765	0.3	0.257	0.64141366567881	0.0202567307279765	mt-Nd4l
Nelfb	4.73225785784602e-05	0.127544271812196	0.169	0.214	0.645054068602991	0.127544271812196	Nelfb
Lrrcc1	4.75691822812701e-05	-0.0107383245446068	0.105	0.159	0.648415523675992	0.0107383245446068	Lrrcc1
4732465J04Rik	4.77256175629706e-05	0.0149105859847133	0.109	0.062	0.650547893000853	0.0149105859847133	4732465J04Rik
Treml2	4.7726291706166e-05	0.0263145773102199	0.14	0.193	0.650557082246749	0.0263145773102199	Treml2
Srsf1	4.78079444826172e-05	0.0158169565248842	0.216	0.277	0.651670091242555	0.0158169565248842	Srsf1
Dnase2a	4.7839746698312e-05	0.0308551307093207	0.101	0.142	0.652103587244691	0.0308551307093207	Dnase2a
Slc26a6	4.85590240985673e-05	-0.0173477681516502	0.027	0.103	0.661908057487571	0.0173477681516502	Slc26a6
Susd3	4.87365250947917e-05	0.202193299918197	0.167	0.112	0.664327573567106	0.202193299918197	Susd3
Cnst	4.88060622394813e-05	0.00997417888001111	0.122	0.142	0.66527543438637	0.00997417888001111	Cnst
Nop56	4.90495632249533e-05	0.000328621269797935	0.304	0.381	0.668594596319338	0.000328621269797935	Nop56
Wars	4.9095544489244e-05	0.0125610677271356	0.217	0.174	0.669221366932885	0.0125610677271356	Wars
Gpr89	4.92832584593859e-05	0.101938002343157	0.131	0.17	0.671780096059889	0.101938002343157	Gpr89
Akt3	4.93971048214632e-05	0.00259474454072339	0.175	0.123	0.673331935821365	0.00259474454072339	Akt3
F2rl1	4.94436142423083e-05	-0.0585245879097501	0.142	0.126	0.673965905736905	0.0585245879097501	F2rl1
Pou5f2	4.9459431757714e-05	0.0302849095436713	0.187	0.161	0.674181514289399	0.0302849095436713	Pou5f2
Msantd2	4.97113844707079e-05	0.0099731999122817	0.132	0.197	0.67761588172022	0.0099731999122817	Msantd2
Sf3b2	4.98494188018238e-05	0.0735523244758138	0.397	0.505	0.67949742768766	0.0735523244758138	Sf3b2
Decr2	4.99405190534757e-05	0.0168108229388971	0.142	0.167	0.680739215217927	0.0168108229388971	Decr2
Ap2s1	4.99689430118757e-05	0.0286453270704747	0.273	0.362	0.681126662194877	0.0286453270704747	Ap2s1
Cd28	5.01104279974959e-05	-0.0551083154897047	0.498	0.59	0.683055244033867	0.0551083154897047	Cd28
Nipal3	5.01417928960205e-05	0.0456239465753885	0.139	0.183	0.683482778965656	0.0456239465753885	Nipal3
Uba7	5.01426102353062e-05	-0.0127752000512118	0.136	0.184	0.683493920117459	0.0127752000512118	Uba7
Syngr2	5.08190002199777e-05	0.0174402054432811	0.15	0.202	0.692713791998516	0.0174402054432811	Syngr2
Il17ra	5.09862686958396e-05	-0.0292758115477731	0.2	0.258	0.69499382859299	0.0292758115477731	Il17ra
Mterf4	5.12212086488114e-05	0.021651327350503	0.134	0.184	0.698196295091948	0.021651327350503	Mterf4
Tmem176b	5.12331514477632e-05	0.0265374596248484	0.211	0.158	0.698359087384461	0.0265374596248484	Tmem176b
Inpp4a	5.16249286718163e-05	0.0807037986355851	0.149	0.186	0.703699402725528	0.0807037986355851	Inpp4a
R3hdm2	5.18012468314386e-05	0.0619299721620175	0.224	0.179	0.70610279555934	0.0619299721620175	R3hdm2
Gm12216	5.21272035430826e-05	-0.0418352534559983	0.178	0.148	0.710545911495759	0.0418352534559983	Gm12216
Apbb2	5.24766278197132e-05	0.000257686995961084	0.06	0.105	0.715308913810511	0.000257686995961084	Apbb2
Pih1d1	5.27609474958694e-05	0.0569585332227535	0.174	0.134	0.719184475316195	0.0569585332227535	Pih1d1
Atp11b	5.28346140964999e-05	0.158836203098607	0.316	0.269	0.72018862474939	0.158836203098607	Atp11b
Pias1	5.29194951404727e-05	0.067556887490906	0.171	0.22	0.721345638259784	0.067556887490906	Pias1
Ptbp1	5.30426174772353e-05	0.0199115961471348	0.289	0.357	0.723023918832194	0.0199115961471348	Ptbp1
Lpgat1	5.31910247712707e-05	0.0215636389197127	0.11	0.082	0.725046858657191	0.0215636389197127	Lpgat1
Yipf5	5.34369378965451e-05	0.0718331547981518	0.236	0.289	0.728398900467807	0.0718331547981518	Yipf5
Tmem110	5.35448018011045e-05	0.0174746771476263	0.207	0.153	0.729869193350855	0.0174746771476263	Tmem110
Ubtf	5.37345252964297e-05	0.139846181770816	0.214	0.264	0.732455314315633	0.139846181770816	Ubtf
Usp48	5.40930967036742e-05	-0.0624970171592266	0.169	0.223	0.737343001167783	0.0624970171592266	Usp48
Chd6	5.41230085932912e-05	0.12838999990891	0.15	0.193	0.737750730135152	0.12838999990891	Chd6
Igtp	5.46331757187149e-05	0.053415413727491	0.164	0.219	0.744704818221803	0.053415413727491	Igtp
Nt5c3	5.48152214111918e-05	0.115800937694086	0.178	0.233	0.747186283055955	0.115800937694086	Nt5c3
Zfp512b	5.50512893960817e-05	0.0363614175367137	0.216	0.161	0.75040412575799	0.0363614175367137	Zfp512b
Psmd13	5.50862760601628e-05	0.0072944454391769	0.21	0.283	0.750881028976079	0.0072944454391769	Psmd13
Ankib1	5.51337306332575e-05	-0.00892240502479161	0.196	0.24	0.751527882261933	0.00892240502479161	Ankib1
Btg3	5.59616168185397e-05	-0.00165118067515641	0.196	0.134	0.762812798853515	0.00165118067515641	Btg3
2310009B15Rik	5.62614462868567e-05	0.139681364794783	0.288	0.247	0.766899774336143	0.139681364794783	2310009B15Rik
Map3k5	5.64939239365516e-05	-0.0150567803888524	0.102	0.164	0.770068677179135	0.0150567803888524	Map3k5
Chd1l	5.72778926938998e-05	0.0488838080297162	0.108	0.139	0.780754955310548	0.0488838080297162	Chd1l
Zfp358	5.75399600153228e-05	0.0284766131814127	0.121	0.147	0.784327194968865	0.0284766131814127	Zfp358
Pde12	5.75435436444828e-05	-0.0364145665019961	0.229	0.267	0.784376043417945	0.0364145665019961	Pde12
Pik3c3	5.77004380955269e-05	0.0259527999157249	0.241	0.198	0.786514671680127	0.0259527999157249	Pik3c3
BC005537	5.82505974266211e-05	0.0696424268485785	0.189	0.247	0.794013893522272	0.0696424268485785	BC005537
Timm44	5.91251359202528e-05	0.0858472364611489	0.165	0.215	0.805934727728966	0.0858472364611489	Timm44
Baz2b	5.9607863281205e-05	0.133308345449422	0.216	0.166	0.812514784386105	0.133308345449422	Baz2b
Mccc1	5.9806119671467e-05	-0.0450291731714541	0.13	0.18	0.815217217241767	0.0450291731714541	Mccc1
1110034G24Rik	5.99095027034954e-05	0.0577913904081335	0.245	0.197	0.816626431351346	0.0577913904081335	1110034G24Rik
E130308A19Rik	6.10596659231657e-05	-0.00529082539747398	0.215	0.16	0.832304306198672	0.00529082539747398	E130308A19Rik
Nsun3	6.10855768366772e-05	0.0115321643012638	0.215	0.26	0.832657497860746	0.0115321643012638	Nsun3
Lsm3	6.1216972022419e-05	0.128438786084889	0.308	0.396	0.834448545637594	0.128438786084889	Lsm3
Parvg	6.16300500635153e-05	0.111744756482929	0.155	0.204	0.840079212415777	0.111744756482929	Parvg
Picalm	6.20553646438737e-05	0.0754515229753243	0.167	0.21	0.845876675460643	0.0754515229753243	Picalm
Slc17a9	6.22197571247131e-05	0.0546090640370983	0.142	0.189	0.848117509366964	0.0546090640370983	Slc17a9
Shmt2	6.2282474618941e-05	0.00835703036874097	0.238	0.195	0.848972411530785	0.00835703036874097	Shmt2
Gmfg	6.25783555733431e-05	-0.0686203666208163	0.536	0.684	0.85300556482024	0.0686203666208163	Gmfg
Hmces	6.29942986914313e-05	0.0366732179843798	0.258	0.216	0.8586752854629	0.0366732179843798	Hmces
Uckl1	6.31694144843959e-05	0.0876917389907778	0.224	0.179	0.861062288836801	0.0876917389907778	Uckl1
2510002D24Rik	6.32527205687933e-05	0.127771601854802	0.229	0.285	0.862197834073222	0.127771601854802	2510002D24Rik
Wdr12	6.32968472736143e-05	-0.0279149098603507	0.201	0.253	0.862799325186637	0.0279149098603507	Wdr12
Msmo1	6.39461501895368e-05	-0.0204070644584846	0.172	0.131	0.871649973233576	0.0204070644584846	Msmo1
Armc6	6.48215488349528e-05	-0.0505454630355428	0.083	0.159	0.883582532169242	0.0505454630355428	Armc6
Map7	6.4870093247042e-05	0.0506263843667573	0.154	0.201	0.884244241050429	0.0506263843667573	Map7
Zfp266	6.53956910874431e-05	0.114444842696048	0.218	0.171	0.891408665212936	0.114444842696048	Zfp266
Trim30c	6.54206370891878e-05	0.0577055022581746	0.077	0.124	0.891748704162718	0.0577055022581746	Trim30c
Ccdc28b	6.54776849836393e-05	0.0309647750831222	0.227	0.189	0.892526324011987	0.0309647750831222	Ccdc28b
Nfix	6.56161184854798e-05	-0.0732078062429324	0.15	0.201	0.894413311075575	0.0732078062429324	Nfix
Ppp1r14b	6.62011911756527e-05	-0.141971388963533	0.167	0.241	0.902388436915322	0.141971388963533	Ppp1r14b
Gadd45b	6.62077638818938e-05	-0.110049403772274	0.293	0.341	0.902478029474095	0.110049403772274	Gadd45b
Kctd3	6.62664259303334e-05	0.0442987785290726	0.099	0.122	0.903277651856375	0.0442987785290726	Kctd3
Gid8	6.64077304710752e-05	0.0147178773585349	0.103	0.145	0.905203774051227	0.0147178773585349	Gid8
Mff	6.6621116652989e-05	0.102115884797607	0.222	0.288	0.908112441096893	0.102115884797607	Mff
Pum2	6.67626887104133e-05	0.0621941281195082	0.203	0.261	0.910042209811643	0.0621941281195082	Pum2
Mlh3	6.7654501969094e-05	0.0519652161601289	0.132	0.091	0.92219851634072	0.0519652161601289	Mlh3
Ier2	6.77026000016766e-05	-0.0990415883579796	0.579	0.675	0.922854140622853	0.0990415883579796	Ier2
Usp5	6.79883737400883e-05	0.0948444429541883	0.199	0.154	0.926749522451144	0.0948444429541883	Usp5
Usp39	6.80774449145156e-05	0.0871390995893404	0.196	0.151	0.927963651629762	0.0871390995893404	Usp39
Glipr2	6.8160971854291e-05	0.0249205235887334	0.25	0.325	0.92910220734584	0.0249205235887334	Glipr2
Scfd1	6.81870317463129e-05	0.0709156327321628	0.272	0.332	0.929457429733991	0.0709156327321628	Scfd1
Slc16a5	6.85853920217143e-05	0.045366785482749	0.108	0.137	0.934887478647988	0.045366785482749	Slc16a5
Upf3b	6.87380700963874e-05	0.0463115526440958	0.258	0.31	0.936968633483857	0.0463115526440958	Upf3b
Aftph	6.91833906066946e-05	0.00342520745852795	0.222	0.177	0.943038797359854	0.00342520745852795	Aftph
Sltm	6.9361947723684e-05	0.186625985280369	0.314	0.265	0.945472709421537	0.186625985280369	Sltm
Zfp955b	6.96515987556276e-05	0.0100812617735462	0.125	0.178	0.94942094263796	0.0100812617735462	Zfp955b
Hoxb4	6.98792051416932e-05	0.0141633427227595	0.15	0.099	0.952523445286419	0.0141633427227595	Hoxb4
Llph	7.0101186722671e-05	0.00930968536668453	0.387	0.5	0.955549276216728	0.00930968536668453	Llph
Dtwd1	7.01573553231685e-05	0.0278377401892303	0.118	0.133	0.956314910410109	0.0278377401892303	Dtwd1
Fam3a	7.09282781355174e-05	0.024375017635254	0.088	0.137	0.966823359265238	0.024375017635254	Fam3a
Rab3gap1	7.17589025110963e-05	0.0236577194422506	0.207	0.257	0.978145600128754	0.0236577194422506	Rab3gap1
Sirt6	7.17739311260733e-05	0.0077861104825057	0.161	0.21	0.978350455179504	0.0077861104825057	Sirt6
Pwwp2a	7.22420548122344e-05	0.0454647433347503	0.179	0.222	0.984731449145567	0.0454647433347503	Pwwp2a
Ano10	7.23827487183521e-05	-0.0039362556713145	0.116	0.173	0.986649247779858	0.0039362556713145	Ano10
Smg1	7.28772160786063e-05	0.0214075893987132	0.247	0.309	0.993389332367482	0.0214075893987132	Smg1
Snx3	7.31948535424498e-05	0.0879596742579543	0.268	0.349	0.997719048637133	0.0879596742579543	Snx3
Bms1	7.34060678636186e-05	0.0501857130747839	0.215	0.175	1	0.0501857130747839	Bms1
Rnf24	7.38363636370245e-05	0.00216043040901678	0.158	0.099	1	0.00216043040901678	Rnf24
Bbs2	7.38652364163945e-05	0.0240716944573283	0.127	0.168	1	0.0240716944573283	Bbs2
Zfp169	7.39059202937204e-05	-0.0246027857667492	0.085	0.138	1	0.0246027857667492	Zfp169
E030030I06Rik	7.39417025287444e-05	0.0366099958091526	0.193	0.153	1	0.0366099958091526	E030030I06Rik
Gimap4	7.41174091759266e-05	-0.0149084219770812	0.378	0.504	1	0.0149084219770812	Gimap4
Tmem104	7.48061510633295e-05	-0.0069436296457956	0.085	0.15	1	0.0069436296457956	Tmem104
Fam49a	7.50082042095321e-05	-0.0198135356223188	0.177	0.225	1	0.0198135356223188	Fam49a
Ddx17	7.52352928156728e-05	0.044020594202952	0.158	0.212	1	0.044020594202952	Ddx17
Mlycd	7.55248804768032e-05	0.0250046343452653	0.119	0.142	1	0.0250046343452653	Mlycd
